title,author,rating,warning,category,fandom,relationship,characters,additional_tags,publish_time,words,hits,kudos,comments,summary,firsthundred,url
那祝你春梦了无痕吧,palmli1986,['Mature'],['Major Character Death'],['M/M'],['英雄本色 | A Better Tomorrow (1986)'],"['肯马', 'Ken/Mark']","['Mark Lee (Jìng Hung Būn Sìk)', 'Ken Lee']","['骨科年下', '操鬼', '单恋操鬼']",2019-03-08,3208,682,5,0,成为鬼魂的mark在ken梦境里的一些经历。,虽说“生前何必久睡，死后必会长眠”，但实际上鬼需不需要睡眠还是两说，至少在ken睡去的夜晚，作为鬼魂的mark彻夜长明，无从安睡，长久地保持着清醒。ken睡得安稳，mark一时没有可做的事情，于是过去,https://archiveofourown.org/works/18038732
绝望发泄与拉扯,Valinia,['Mature'],['Graphic Depictions Of Violence'],there is nothing,['面巍 - Fandom'],there is nothing,there is nothing,there is nothing,2019-04-05,890,2220,6,0,no summary,血色顺着白衬衫往下滑，浸透了薄薄的一层袒护。    而施虐者还在继续抽打，直到刑具上的人穿上了一层血色纵横的衣服。可是他依然咬着牙一言不发。只是偶尔闷哼几声，又立刻因为忍耐咬紧了牙齿。  “哥哥，你为,https://archiveofourown.org/works/18357521
Pretty Boi,Ayecoberry,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['中国新说唱 | The Rap of China (TV)'],['聪苏'],there is nothing,there is nothing,2019-08-08,7658,691,10,0,那个男孩显然不属于这里，可是刘聪已经写好了他们今晚的故事。,Pretty Boi“你可以躲开，也可以推开我，你可以拒绝我。”刘聪给了杨和苏最后反悔的机会，可是他并没有走下贼船，反而闭上了双眼等在这罪恶的时刻降临。刘聪没再犹豫直接吻了上去，两个人的双唇终于贴在了,https://archiveofourown.org/works/20165977
星辰于此刻落至掌心,Jialuo_0126,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['现欧 - Fandom'],there is nothing,there is nothing,there is nothing,2018-12-07,3188,354,2,0,no summary,现欧车 欧阳已经知道老高喜欢自己前提给欧阳(？)的生日礼物告白车！欧阳主动！不知道会有什么雷点总之请大家自觉避雷！(鞠躬)所有的过渡段都基本只有对话(。)仿佛剧本(bu)辣鸡水平写不出他们的万分之一好,https://archiveofourown.org/works/16889196
裂隙与光-光篇-Chapter 5,yzkbunny,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"[""Men's Football RPF""]",['Kaká/Andriy Shevchenko'],there is nothing,there is nothing,2019-06-06,9106,96,10,0,苔绿花园的小插曲是转机。 另外，酒精的作用不止于扰心乱性。 它赐予你勇气，逼迫你直面最真实的爱欲。,Chapter 5到底是年轻体壮、恢复力强，不出十日，Andriy Shevchenko的右臂就好得十分彻底。唯一令他觉得可惜的是，他的伤口愈合后，Ricardo Leite又搬回自己租住的公寓了。这,https://archiveofourown.org/works/19103497
【初乐/谢乐】桃信,mcksan45,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['谢乐 - Fandom'],there is nothing,there is nothing,there is nothing,2019-04-30,3718,213,3,0,no summary,第1 瓣如果不是此行是为找神剑昭明线索而来的星罗岩，就这一路风景美不胜收，就可以作为一场愉快的旅行。　　刚刚击退几只妖灵，阿阮忽然瞥见不远处的花丛间掠过几只紫色的蝴蝶：“咦……好漂亮的蝴蝶呀！”定睛去,https://archiveofourown.org/works/18655600
The Way Out,HGGoods,['Mature'],[],['M/M'],['The Following'],['Ryan Hardy/Mike Weston'],"['Ryan Hardy', 'Mike Weston']",['Alcohol Abuse/Alcoholism'],2018-11-24,6257,72,0,0,Weston把缠在他胸口上那些磁铁拿下去的时候抱住了他的脖子，轻轻地吻在了上面。“我很高兴你没事。”,Hardy从疲惫中醒过来。Weston躺在他旁边还在睡觉，他依旧能听到轻轻的鼾声。离他姐姐被绑架已经过去一周了，Hardy还是没法从这件插曲中缓过来。他还是有冲动闯进Joe的牢房拧断他的脖子。虽然这已,https://archiveofourown.org/works/16725813
瞒,ruomeng,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['镇魂 | Guardian (TV)', '骗爱天团 | The Fraud Love Group (2016)', '许你浮生若梦 | Xǔ Nǐ Fú Shēng Ruò Mèng | Granting You a Dreamlike Life (TV)']",['沈巍/赵云澜 罗浮生/杨修贤'],there is nothing,there is nothing,2019-01-02,3320,782,8,2,连环杀人案引起的连环杀人案，当凶手杀了凶手，当抓到两具尸体。,[特调处 处长办公室] 赵云澜叼着棒棒糖坐在舒适的转椅上看林静代笔的结案报告。本来这么重大的案子，报告该是出自他赵处长之手，但谁让他受了工伤失了忆还得瞒着他老爹呢，只好润色一二再呈递上级，权作他赵云澜,https://archiveofourown.org/works/17270312
Inferno 天堂到地狱(Translation/翻译),sandunder,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Person of Interest (TV)'],['Harold Finch/John Reese'],"['Harold Finch', 'John Reese', 'Kara Stanton']",there is nothing,2016-02-07,1985,508,8,4,说真的，沸腾着的血池也没那么糟糕。真正倒胃口的是你身边的人。（又，John Reese堕入地狱。）,说真的，沸腾着的血池也没那么糟糕。因为，你会习惯血池的臭味，习惯带着金属气息和腐烂味道的、凝滞压抑的空气。但是如果Reese站得太近，他还是会微微瑟缩一下。如果他需要趟进池子里，他得咬紧牙关。但是，这,https://archiveofourown.org/works/5940715
冬枣x红枣 年下父子he,Elsawhere,['Mature'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['All - Fandom'],there is nothing,there is nothing,there is nothing,2019-12-18,2742,168,2,0,no summary,　　冬枣x红枣，父子年下HE　　“那边有人那边有人，靠，快给我个药！”　　红枣都快四十的人了，还像小孩子似的。　　他们单位清闲，整日整日连个屁都见不着，办公室里除了冬枣和红枣，就是桂圆。　　桂圆是科长,https://archiveofourown.org/works/21846691
【Willowen】Mark,SemperFideli,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Willowen - Fandom'],there is nothing,"['Robbie Williams', 'Mark Owen']",there is nothing,2017-06-28,2039,149,1,0,no summary,Robbie低頭望著趴在自己大腿上顫抖的Mark，用手指輕輕磨蹭著對方小巧的下巴，滑過唇角的指尖沾染上混合了眼淚和唾液的黏液。瞳孔裡倒映出Mark緊緊抓住自己的手，和充滿慾望和哀求，因自己的信息素陷入,https://archiveofourown.org/works/11326902
One Bad Idea After Another,Tonyonmybed,['Mature'],[],['M/M'],['Marvel Cinematic Universe'],"['James ""Bucky"" Barnes/Tony Stark']","['Tony Stark', 'James ""Bucky"" Barnes']",there is nothing,2018-01-21,7740,403,14,1,想象一下Tony在超级英雄中不受欢迎——嗨，曾经的武器贩子以及一个通常情况下的混蛋——但他在超级坏蛋中非常受欢迎。,六个月，这是Tony对Ross保证的期限。在六个月的时间里假装他们还是一个团队，这样全世界的人们都会看到，或许会重新拾起信任。然后Tony就会离开这里。他会退休，拒绝这个星球上每一个所谓的复仇者进入。,https://archiveofourown.org/works/13438164
宜室宜家（10）,freeyep,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['哪吒之魔童降世 | Né Zhā Zhī Mó Tóng Jiàng Shì (2019)'],there is nothing,there is nothing,there is nothing,2019-09-23,2812,497,6,0,no summary,敖丙短暂醒转过来的时候是半夜。记忆短暂地回笼，使他短促地“啊”了一声：尾巴还紧紧地缠着那人光溜溜的腰，仿佛是施以回报，那人的劲瘦的双腿也把他夹住，自己如同一只被裹在贝壳中的蚌，无比惬意、一丝缝也没有地,https://archiveofourown.org/works/20743601
尽梨花,Ellenaire,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Original Work'],there is nothing,"['叶秉纾', '李风致']",there is nothing,2020-01-01,6572,134,0,0,九州背景 古风ABO 稷宫学子 双向暗恋,叶秉纾x李风致古风ABO设定 A=天乾 B=中庸 O=地坤雨露期 信香 结契叶信香是青阳魂 李信香是梨花白 双向暗恋 虐恋情深 误会 强上 HE结局    天启城的四月乍暖还寒，春光尚浅。枝头初绽的春,https://archiveofourown.org/works/22067560
[豆馬]開胸毛衣的用途,shal303,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Real Person Fiction'],['Oedo Kuipers/Mark Seibert'],"['Oedo Kuipers', 'Mark Seibert (Musical Actor)']",there is nothing,2020-02-06,1216,138,0,0,豆子讓馬穿上了開胸毛衣 玩起了乳交play,Oedo把一件灰色的毛衣扔給Mark，朝他開口；「讓我來檢驗你的健身結果吧。」Mark愣愣地接過，他攤開毛衣細細端詳。如果是一般的毛衣那也就罷了，可這偏偏…為什麼會在前胸的位置開一個大洞呢？毛衣的特殊,https://archiveofourown.org/works/22587742
非典型犯罪,BaiSheng,['Mature'],['Rape/Non-Con'],['M/M'],['DCU (Comics)'],['Harold Jordan/Johnny Quick'],"['Johnny Quick', 'Harold Jordan']",there is nothing,2019-08-31,4371,193,3,0,no summary,※OOC！！！※如果所有罪犯零散犯罪，原子女和强尼快客到最后并没有在一起的想象。※有年龄操作，反正强尼快客（19）小过权戒者（23）。※单身狗强尼快客x失去理智的权戒者，绿红。※绿红pwp，无感情交流,https://archiveofourown.org/works/20460758
【翔润】Agravity 2,HGQM,['Mature'],[],['M/M'],['Arashi (Band)'],there is nothing,"['Sakurai Sho', 'Matsumoto Jun']",there is nothing,2020-02-09,1719,528,1,0,投怀送抱再次被拒，松本润又羞又恼，小少爷的脾气一股脑儿的涌上来，他甩开樱井翔的手，突然发号施令道：“跪下！” 樱井翔没有丝毫犹豫就跪了下去，松本润三下两下解开了自己的皮带脱下裤子，已经硬起来的性器直直弹到了樱井翔的脸上，松本润闭着眼睛红着脸，“舔！” #不当人真快乐 #虽然是又短又假的车,03.樱井翔被通知尽快择日回一趟组织，是意料之中的事。因为组织要求樱井翔上缴的情报被他一拖再拖，每次都以“还没到手”搪塞过去，几个月了还没有任何一份情报交到组织手中。组织内部对樱井翔的不满已经到达了顶,https://archiveofourown.org/works/22628122
宿醉,DYchaoteji,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['宿醉 - Fandom'],there is nothing,there is nothing,there is nothing,2020-02-26,1363,147,1,0,no summary,夜晚，和之前与之后无数个颓废的夜晚没有区别再次在酒吧惊醒的何塞，揉了发酸的眼睛，头疼，在酒吧喝到昏厥，让酒精营造幻象来吞噬自己，或许能让一个颓废的男人暂时脱离现实。回到家，头昏昏沉沉的，酒精的后劲儿还,https://archiveofourown.org/works/22906609
【客：The guest】崔尹R18繪 01,lulume1121,['Mature'],['Creator Chose Not To Use Archive Warnings'],there is nothing,['손 : The Guest (TV)'],there is nothing,there is nothing,there is nothing,2018-12-14,25,365,4,0,no summary, 第一次畫那麼大尺度的圖（自己覺得啦哈哈）希望大家會喜歡 第一次畫那麼大尺度的圖（自己覺得啦哈哈）希望大家會喜歡 第一次畫那麼大尺度的圖（自己覺得啦哈哈）希望大家會喜歡 第一次畫那麼大尺度的圖（自己覺,https://archiveofourown.org/works/16987050
【翻译】in the undertow暗流,liangdeyu,['Mature'],['Creator Chose Not To Use Archive Warnings'],"['Gen', 'M/M']",['Fright Night (2011)'],['Jerry Dandridge/Ed Lee'],"['Jerry Dandrige', '""Evil"" Ed Lee']",there is nothing,2017-10-26,1048,83,5,0,在转化的过程中死亡这一项比后面的步骤容易/简单的多。除死以外，Jerry也有权确保那些更复杂的部分顺利运行。,虽然结合环境来看是个不错的战略选择，但在泳池里袭击这孩子不能算是上策。理由之一，浪费：池水让血液流失的很快，比他吞咽的速度还快。而且带进嘴里的死水有股难喝的味道。他拉他浮出水面时还意识到了另一个错误。,https://archiveofourown.org/works/12504024
【路人x椎名】SCARLET SNOW,sMokywithoutlighT,['Mature'],['Graphic Depictions Of Violence'],['M/M'],['kubota masataka；'],there is nothing,there is nothing,there is nothing,2019-06-13,3057,108,0,0,no summary,A停在门口，抬起眼前生锈的窄方铁片。铁片上用红色油漆写着“椎名高弘”四个大字。因为靠的更近，那股刮擦耳膜的指甲划过墙皮的声音清晰起来。监禁所唯一的光源是建筑穹顶的天窗，好大一扇天窗，隔着婴儿手臂般粗细,https://archiveofourown.org/works/19206055
唯命是从 E,toutou852,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['嘎尾 - Fandom'],there is nothing,there is nothing,there is nothing,2019-01-11,4037,320,3,0,no summary,“这就是你说的爱我？！”张伟几乎用全部的力气喊出这句话，身体因为发怒而颤抖，手指也颤抖着，指向他的办公桌上，一纸箱子的拍摄设备。那里面有手机，相机，摄像机，笔记本电脑，硬盘存储卡，乱八七糟一大堆各有不,https://archiveofourown.org/works/17383874
【暗金丑岛君&贫乏男子/ALL小山一美】神様、仏様,Lin_Morphine,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['貧乏男子ボンビーメン (TV)', '闇金ウシジマくん (TV)']","['ALL小山一美', '栗受', '猫栗']","['小山一美', '丑岛馨', '山田孝之', '小栗旬']",there is nothing,2018-11-23,2942,607,11,0,*卖春设定。 *第一人称视角，请自觉把「我」脑补成穿着和服写小说的ymd。,神様、仏様神啊、佛啊小山一美又吐了。彼时他刚送走最后一个客人，时针指向凌晨三点。我被悉悉索索的脚步声惊醒，推开卧室门就看到小山一美只披了外套站在玄关，正和某个有中年谢顶趋势的老男人吻得难舍难分。老男人,https://archiveofourown.org/works/16716970
狐朋狗友 01,Ahona_SUriel,['Mature'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"[""Assassin's Creed"", ""Assassin's Creed: Black Flag""]","['Charles Vane/Jack Rackham', 'Anne Bonny/Mary Read']","['Charles Vane', 'Jack Rackham - Character', 'Edward Kenway', 'Anne Bonny', 'Mary Read']","['Alternate Universe - Modern Setting', 'PWP']",2018-11-22,3194,142,0,0,no summary,这不是第一次范恩从安妮家里把瑞克汉弄出来了，有时候是肯威家。去肯威家拖人他心里还稍微好受一点，但是在安妮和玛丽两个美女的注视下把自己男朋友从人家里拖出来，而且这男人还曾经和其中一个美人搞过暖昧…… (,https://archiveofourown.org/works/16705519
